,ngram,comment,label
0,diot,"Now this i<ng>diot</ng> realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!!",OAG
1,diot,This guy doesn't know previous SP govt n its leaders r full of goons ....i<ng>diot</ng>,OAG
2,diot,THIS I<ng>diot</ng> DOESNOT KNOW THAT PRESIDENT IS FAR MORE STRONG THAN ANY OTHER FORM OF RULE.,OAG
3,diot,Some Rascals r deaf n blind in after the hearing fact in this video n proof given by Modiji. I<ng>diot</ng>s jus watch n understand if u find him gulity in any proof given by him SUE MODIJI.,OAG
4,diot,That's what you Congress i<ng>diot</ng>s were doing for six decades.you fool this is time for action.Better if you keep your mouth shut.,OAG
5,diot,Fahad such an helpless i<ng>diot</ng> you are you need doctor,OAG
6,diot,You sd take care of Farah khan who is out of ur hands i<ng>diot</ng>.Children are not allowed to tweet over political issue,OAG
7,diot,"I<ng>diot</ng> gadhe,  buy all the cows in India n keep it safe in your home..instead,  If u come to my place n try to stop me when I cut my cow for beef biriyani,  I'll cut your cock too.. Mind it",OAG
8,diot,People of Kerala will give befitting reply to these BJP i<ng>diot</ng>s. They Are wise than other northern States,OAG
9,diot,It is shame some MP are not suitable for parliament they only come to be elected for filling their pockets and i<ng>diot</ng>s are paid for doing nothing.,OAG
10,idiot,"Now this <ng>idiot</ng> realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!!",OAG
11,idiot,This guy doesn't know previous SP govt n its leaders r full of goons ....<ng>idiot</ng>,OAG
12,idiot,THIS <ng>idiot</ng> DOESNOT KNOW THAT PRESIDENT IS FAR MORE STRONG THAN ANY OTHER FORM OF RULE.,OAG
13,idiot,Some Rascals r deaf n blind in after the hearing fact in this video n proof given by Modiji. <ng>idiot</ng>s jus watch n understand if u find him gulity in any proof given by him SUE MODIJI.,OAG
14,idiot,That's what you Congress <ng>idiot</ng>s were doing for six decades.you fool this is time for action.Better if you keep your mouth shut.,OAG
15,idiot,Fahad such an helpless <ng>idiot</ng> you are you need doctor,OAG
16,idiot,You sd take care of Farah khan who is out of ur hands <ng>idiot</ng>.Children are not allowed to tweet over political issue,OAG
17,idiot,"<ng>idiot</ng> gadhe,  buy all the cows in India n keep it safe in your home..instead,  If u come to my place n try to stop me when I cut my cow for beef biriyani,  I'll cut your cock too.. Mind it",OAG
18,idiot,People of Kerala will give befitting reply to these BJP <ng>idiot</ng>s. They Are wise than other northern States,OAG
19,idiot,It is shame some MP are not suitable for parliament they only come to be elected for filling their pockets and <ng>idiot</ng>s are paid for doing nothing.,OAG
20,idio,"Now this <ng>idio</ng>t realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!!",OAG
21,idio,This guy doesn't know previous SP govt n its leaders r full of goons ....<ng>idio</ng>t,OAG
22,idio,THIS <ng>idio</ng>T DOESNOT KNOW THAT PRESIDENT IS FAR MORE STRONG THAN ANY OTHER FORM OF RULE.,OAG
23,idio,Some Rascals r deaf n blind in after the hearing fact in this video n proof given by Modiji. <ng>idio</ng>ts jus watch n understand if u find him gulity in any proof given by him SUE MODIJI.,OAG
24,idio,You have just proved your ugly ins<ng>idio</ng>us psycopath mind. So you say it's alright for an Arab or a any Muslim to be shot because he deserves to be. Don't you think humans are humans and that they all feel pain?,OAG
25,idio,That's what you Congress <ng>idio</ng>ts were doing for six decades.you fool this is time for action.Better if you keep your mouth shut.,OAG
26,idio,Fahad such an helpless <ng>idio</ng>t you are you need doctor,OAG
27,idio,You sd take care of Farah khan who is out of ur hands <ng>idio</ng>t.Children are not allowed to tweet over political issue,OAG
28,idio,"<ng>idio</ng>t gadhe,  buy all the cows in India n keep it safe in your home..instead,  If u come to my place n try to stop me when I cut my cow for beef biriyani,  I'll cut your cock too.. Mind it",OAG
29,idio,People of Kerala will give befitting reply to these BJP <ng>idio</ng>ts. They Are wise than other northern States,OAG
