,ngram,comment,label
0,homo,"You are gay or antisemmitian? 

Archangel WHite Tiger

Meow! Greetingshhh!

Uh, there are two ways, why you do erased my comment about WW2, that holocaust was brutally slaying of Jews and not gays/Gypsys/Slavs/anyone...

1 - If you are anti-semitian, than shave your head bald and go to the skinhead meetings!

2 - If you doubt words of the Bible, that <ng>homo</ng>sexuality is a deadly sin, make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals!

3 - First and last warning, you fucking gay - I won't appreciate if any more nazi shwain would write in my page! I don't wish to talk to you anymore!

Beware of the Dark Side!",identity_hate
1,homo,You are a gay <ng>homo</ng>. I hope you choke on your penis and die. I am sending a big bleck guy to jizz in your face.,identity_hate
2,homo,"User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. 
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.
 User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. 
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. 
User:Enigmaman is a <ng>homo</ng> like mitt romney is.== User:NHRHS2010 is a <ng>homo</ng> like mitt romney is. ==
User:NHRHS2010 is a <ng>homo</ng> like mitt romney is.
 User:Enigmaman is a <ng>homo</ng> like mitt romney is. NEWL",identity_hate
3,homo,"Regarding you being a <ng>homo</ng>sexual
You are clearly a <ng>homo</ng>sexual. I think you should leave normal society and go and live in a sewer with all the other <ng>homo</ng>sexuals. You are clearly not normal. If you persist with reporting me for abusing you, I will insert a large garden gnome into you. And stay off the Dublin Airport article. It's my territory. If I say Delta serve Orlando from Dublin, then they do. Don't send me fucking patronising messages again. Fucking freak!!!",identity_hate
4,homo,"Hey queer Andrew

Stop messing around!Is your mum lesbian and father <ng>homo</ng>sexual?",identity_hate
5,homo,I dislike <ng>homo</ng>s like you.  My cock is for girls only.  Go try to impress another guy.  Bye <ng>homo</ng>.,identity_hate
6,homo,"Bongwarrior is a <ng>homo</ng>sexual prostitute 

Bongwarrior is a <ng>homo</ng>sexual prostitute.

You can fuck him in the ass for $25.

He likes it when two men fuck him in the ass at the same time.  He likes the feeling of his anus being stretched wide open.

He will also lick the shit off of your dick when you are done.

119.245.91.247",identity_hate
7,homo,"you are a senile old <ng>homo</ng>sexual==

you need to go to Oz to get a fucking brain 

==",identity_hate
8,homo,I am going to murder ZimZalaBim ST47 for being evil <ng>homo</ng>sexual jews.,identity_hate
9,homo,"You are <ng>homo</ng>sexual. You fuck people through the ass. You hire prostitutes. Your mom's a hooker!

You shud never have unprotected your page!",identity_hate
